out_stem,orig_split,had_label,orig_w,orig_h,resized
164675ad-dbdf-4837-ab87-736972f049ae,train,1,1920,1080,1
16f81654-fbe6-4321-8c1e-e5df02546bc1,train,1,1920,1080,1
17171493-8296-49a2-b134-558d8f4df862,train,1,1920,1080,1
172a1075-6839-47ce-a7ad-94f9733e363e,train,1,1920,1080,1
179816e3-a1ee-4544-8d86-95a72185d388,train,1,1920,1080,1
17c764bc-51a1-4c02-a986-2505010dc88c,train,1,1920,1080,1
17f668c5-ecb3-4156-a23b-d2ae576010c1,train,1,1920,1080,1
180cdb72-72d5-4b1f-a905-63a95056eee1,train,1,1920,1080,1
1829a75a-261d-4f33-b194-76245a61b9d2,train,1,1920,1080,1
1841ac03-9b90-4dda-97b3-bc5463a05fd6,train,1,1920,1080,1
1867c500-028c-47d8-989e-38f1b0be636c,train,1,1920,1080,1
18e8b2eb-0ede-49d0-a6bc-481018d5d302,train,1,1920,1080,1
18fa8592-39d7-4fd6-bfdb-cf34a1c0216d,train,1,1920,1080,1
1916eb0b-8787-4b62-87a3-81dc522a50eb,train,1,1920,1080,1
1918766d-2aa5-4502-b9fd-87eea0c0b813,train,1,1920,1080,1
19a27361-ccb9-4820-a0ab-e9ef26575cd0,train,1,1920,1080,1
19a5b48f-5dd2-4415-9ef8-b4e8948b6887,train,1,1920,1080,1
19de3c22-1759-4f2e-9152-08360fe85685,train,1,1920,1080,1
1ada5533-8298-4b25-a856-3365361ea265,train,1,1920,1080,1
1afd82c1-f3ad-4975-967c-756bd201110b,train,1,1920,1080,1
1b2a585d-7258-479c-bb98-03996fe67a41,train,1,1920,1080,1
1ce81f19-3f2d-4746-b02a-c0088d2572e2,train,1,1920,1080,1
1d194892-4469-419a-b24c-aa3f2337065f,train,1,1920,1080,1
1d2baa96-0386-4265-953c-e21c62fa5a07,train,1,1920,1080,1
1db0a5f0-b697-4633-a356-e57e5b6c086b,train,1,1920,1080,1
1dbe8b39-3957-4661-847b-d95551eed54f,train,1,1920,1080,1
1e474119-153e-4228-b81a-eeae3d932949,train,1,1920,1080,1
1ea7edf6-1a5c-4018-aa96-d899d1efb854,train,1,1920,1080,1
1ed110c0-5a75-4881-860c-b310dbcd7a4c,train,1,1920,1080,1
1ed262da-353b-4af1-a98d-7465b03536bb,train,1,1920,1080,1
1f07eba8-a20e-4336-b01f-ad3f61960464,train,1,1920,1080,1
1f1a29a6-e1b6-4120-a2bb-da0987034737,train,1,1920,1080,1
1f1c264e-24d0-4a26-976a-473df60b3b01,train,1,1920,1080,1
1f352472-1fd7-4e54-b7a5-e6e4e4d736cb,train,1,1920,1080,1
1fe5969c-2a29-403b-9c61-48ca520d40c8,train,1,1920,1080,1
20200706-43e5-4e7c-9640-eb0b861d40e2,train,1,1920,1080,1
20230611_122104_jpg.rf.42eb4794198e8a17ea0b32993d3bcac7,train,1,693,924,0
20230611_122439_jpg.rf.eba3a3939ad8a06425e70acc77de2560,train,1,693,924,0
20230611_122515_jpg.rf.f1319549a49559ff62288808a21be83b,train,1,693,924,0
20230611_122544_jpg.rf.4a38dc089ef23f15bb8f6afe1bb58368,train,1,693,924,0
20230611_122547_jpg.rf.ed702255e6f2f6007c6ef67d95994747,train,1,693,924,0
20230611_122551_jpg.rf.bf4e56ef36f3227e6ccb201dad4f9ed3,train,1,693,924,0
20230611_122622_jpg.rf.3a2580ef5fed3ebd6ce242b30fc094a8,train,1,693,924,0
20230611_122624_jpg.rf.35ba4491389d91ce9a6c708668ae49d4,train,1,693,924,0
20230611_122634_jpg.rf.0aea787634b98184bc3d7ed6539ef7b5,train,1,693,924,0
20230611_122644_jpg.rf.11c39912c4b1beeaebb93cacd0f1bc9a,train,1,693,924,0
20230611_122653_jpg.rf.611bdb460d0179280ba64d0c913014ed,train,1,693,924,0
20230611_122706_jpg.rf.f3c09a8bfd7f1d1f1e9ef42b817f0f64,train,1,693,924,0
20230611_122709,train,1,693,924,0
20230611_122715,train,1,693,924,0
20230611_122736_jpg.rf.87958080b1c4c127dde88b38a8fd122c,train,1,693,924,0
20230611_122812_jpg.rf.7c8944e0603ce2076f98676165b720e3,train,1,693,924,0
20230611_122815_jpg.rf.2543b5f8d9cd1eae95d89061de502334,train,1,693,924,0
20230611_122834,train,1,693,924,0
20abc10f-4506-4c49-98ef-7e2ec8d0125e,train,1,1920,1080,1
211c8da8-a629-407e-b180-539491a0d634,train,1,1920,1080,1
21ec8614-c918-42e2-9d19-b2bed4e86a29,train,1,1920,1080,1
2202d42c-9711-4ed3-955c-5ea56c559367,train,1,1920,1080,1
22212e17-f9d9-4152-8325-4c4c5d7f549a,train,1,1920,1080,1
22d7a1ae-14da-446e-876d-5ef02c18d2b1,train,1,1920,1080,1
2329ad72-4548-40d3-bb34-3464ea1313ab,train,1,1920,1080,1
2357998e-4677-4a35-9de6-d1bd37b57507,train,1,1920,1080,1
23bbeef8-0c2f-4bf6-b32b-5e821a375562,train,1,1920,1080,1
24015246-f55b-428a-ac64-f13ee2a07c98,train,1,1920,1080,1
24190ed1-8df9-4c3f-af65-e172a4a8c979,train,1,1920,1080,1
247a23a8-e75e-47f4-a52c-1c947957a780,train,1,1920,1080,1
24c4d5fd-2573-428e-95ea-5bf5aa0524e2,train,1,1920,1080,1
2611fa91-a095-475a-8204-b708ef2b1272,train,1,1920,1080,1
266dbf3c-0a7a-48b6-8135-f4e54dac0162,train,1,1920,1080,1
26ac6e46-ca26-4637-b6b2-45206871a648,train,1,1920,1080,1
26c031a4-9dfa-41fe-bd84-0953f8635687,train,1,1920,1080,1
26dbfb92-8ffe-4fd0-9666-2e0fe17236e8,train,1,1920,1080,1
272c8f80-d001-42e3-833c-56e4fac962dd,train,1,1920,1080,1
279e356b-d1d9-45d7-9fd0-088286bf6bc4,train,1,1920,1080,1
27fd2c14-a1aa-422f-a3e2-7b1012d599c9,train,1,1920,1080,1
2871b26d-136f-4e76-a063-a4cfe32cecd8,train,1,1920,1080,1
28b10dc7-eeee-45f9-a261-d60a7b2514e3,train,1,1920,1080,1
28f3d1e2-f9e8-4669-93cb-f1c58848415e,train,1,1920,1080,1
29165019-9b1d-4e49-9652-9186c5e54481,train,1,1920,1080,1
2943795d-d6d3-4e9c-b628-982e0141694a,train,1,1920,1080,1
29477b19-0004-434a-83b3-66dd702f10cb,train,1,1920,1080,1
295ea20c-d95b-45c9-a11c-8b16b7937c44,train,1,1920,1080,1
297933aa-03a4-4812-a3d9-a4c00eda8d8f,train,1,1920,1080,1
2a19a93f-a1df-4e60-8b0b-b0d3041e7a24,train,1,1920,1080,1
2a706688-4547-4f8e-85d1-3dd80029a915,train,1,1920,1080,1
2a94d9be-a9c4-40f3-8253-822bf126e6c8,train,1,1920,1080,1
2b13fd49-05a6-4af7-8e38-02d07495d44f,train,1,1920,1080,1
2b4f4ec0-452c-47cc-adcc-cf682bdc5686,train,1,1920,1080,1
2b6a5b56-9afe-42da-a90e-67ba17019a30,train,1,1920,1080,1
2c05960f-d16e-4061-93fa-9176c43f10a5,train,1,1920,1080,1
2c5dd9a9-c97f-4b39-846b-cea84484fd2d,train,1,1920,1080,1
2c6ab6e4-a175-4df1-8fac-3064f2cad406,train,1,1920,1080,1
2c82c6ec-053b-42c4-804d-13fd9e48f412,train,1,1920,1080,1
2cb56b17-afdc-4f39-99a8-88b801a629f7,train,1,1920,1080,1
2d900ea0-b40e-471d-b219-5674b9a50c42,train,1,1920,1080,1
2e5bc814-677f-46de-aa71-ba02a7d3380d,train,1,1920,1080,1
2eb21fcf-6e72-460d-8970-62e8f1af819f,train,1,1920,1080,1
2f4dd574-b76b-425d-b7e9-9da9a601f0a7,train,1,1920,1080,1
2fc9e56a-1c96-4295-a2ad-e2e2625e1bb2,train,1,1920,1080,1
2ff39d8d-cbb7-42f2-b1c5-561f1099338d,train,1,1920,1080,1
301ae8bf-6b61-4510-af1c-de4b884c6457,train,1,1920,1080,1
3075f151-a60c-4366-8b2a-9d5e3e17d720,train,1,1920,1080,1
30b7832d-7c49-4fc5-a665-2d692d19c756,train,1,1920,1080,1
30c388a9-4522-4184-ad65-1b7ddf7af5ea,train,1,1920,1080,1
30ffff9f-2163-4b9e-b3ec-9edd0025465a,train,1,1920,1080,1
31f3725b-307a-482a-8958-f578de8d1572,train,1,1920,1080,1
31fcfd31-5fbb-4fb5-a57a-9d4788815427,train,1,1920,1080,1
3216329e-7333-418c-9e42-cfbd8fed4c60,train,1,1920,1080,1
32b3dfd3-e0e6-4f4c-89bf-6ee41ea98f0b,train,1,1920,1080,1
32dc4868-28bc-42b9-924d-235ac28fae88,train,1,1920,1080,1
32e47e8f-02da-4c46-bba0-3b0b749d9c02,train,1,1920,1080,1
32f1521f-77a6-4724-bb31-e285146fb360,train,1,1920,1080,1
32fbd913-7d19-42a3-b8d6-ebd412714709,train,1,1920,1080,1
3356e33b-23f1-466a-b00c-1b40fee336c3,train,1,1920,1080,1
3392bab6-f947-4cd6-b46b-6041d67ed24e,train,1,1920,1080,1
3424a733-e4e2-4ed0-b1a8-9c52ef65eccd,train,1,1920,1080,1
346f089d-17c6-495e-9d56-c57ea272e9ae,train,1,1920,1080,1
34bfe198-d386-4c64-bf29-b3dc0ff6444f,train,1,1920,1080,1
34eeef12-12aa-4679-b7d6-9e1d5b4ef15b,train,1,1920,1080,1
34f0141d-ccda-4724-8bea-30f596c21b6c,valid,1,1920,1080,1
34fe6d57-15a2-471d-a8fd-0be988fe4a1f,train,1,1920,1080,1
3509f341-870f-4d7f-90b6-ec4e0eedd7e0,train,1,1920,1080,1
352ec5e5-10f5-4ecd-b7fd-fc505baf2254,train,1,1920,1080,1
35370404-8f80-4cdb-bed1-0c885837b958,train,1,1920,1080,1
35a91a09-bdbb-41c0-b32c-c631ebe67310,train,1,1920,1080,1
35c29dc2-6263-4005-b799-ec50843f884c,train,1,1920,1080,1
35d92d48-a96e-480f-b89d-e59df1a0750f,train,1,1920,1080,1
363528e4-591b-4bef-8eec-9933b2376a2b,train,1,1920,1080,1
36fd1421-a5dd-4580-a97d-6afabf32c356,train,1,1920,1080,1
3719b302-bb2e-4daf-a2fd-84442af60878,train,1,1920,1080,1
3735a405-5776-4303-bd1d-fcab38d29607,train,1,1920,1080,1
37ef9833-014a-41b3-a80a-fe6fca5d3b1e,train,1,1920,1080,1
37f4fc03-bf7e-40bf-bfcd-088b3e10829e,train,1,1920,1080,1
3911a47a-83cc-4dac-b8d4-d834c6931504,train,1,1920,1080,1
39616c37-13d4-409d-bf4a-ec9c0de3d36b,train,1,1920,1080,1
398394fa-0460-4085-8c56-f0f60af3abb6,train,1,1920,1080,1
39c48b2e-d8f1-459e-bcd5-857c5a5a7717,train,1,1920,1080,1
3F9soS7vvJ,train,1,1920,1080,1
3a0696b9-41b5-4a5b-8b32-0fde717ac90a,train,1,1920,1080,1
3a25120b-b3b0-47ce-ae62-fbcf2b415f6c,train,1,1920,1080,1
3a609648-8643-4d89-9103-4adf9da57155,train,1,1920,1080,1
3a752996-5663-4e76-a6a1-27392abf86b3,train,1,1920,1080,1
3b170967-8577-4ba7-929a-d43052b74384,train,1,1920,1080,1
3b2e399d-5d9f-40ce-87cc-c997451dec39,train,1,1920,1080,1
3b36a756-5389-49a6-b08c-ee71ce90b4d4,train,1,1920,1080,1
3c5c1ea4-2c91-47dc-8243-6ff13cfab492,train,1,1920,1080,1
3d207799-4991-4874-9b16-bfc3e3765cf4,train,1,1920,1080,1
3d24a6b1-a641-4c05-bec5-cfc7316bdc03,train,1,1920,1080,1
3e1f8b08-c753-49da-8076-720c1a411d1f,train,1,1920,1080,1
3e9fce8a-7183-4ab5-a20d-8250d85e3991,train,1,1920,1080,1
3ebb9dc0-9de1-46b6-8453-6a6354b790dd,train,1,1920,1080,1
3f35a886-969e-4a2b-829b-dacdbcfc802f,train,1,1920,1080,1
3f8147fc-e828-4d0a-93d0-f421d23fd6ea,train,1,1920,1080,1
3feb1e7f-f62a-4f02-9400-4a312364a253,train,1,1920,1080,1
400ed45c-a625-4414-9561-c9ab10876918,train,1,1920,1080,1
401436f9-9658-4797-a972-91b87f270999,train,1,1920,1080,1
4077da69-dd7f-4f0b-a821-5f68620b026f,train,1,1920,1080,1
40a8e6c4-aadf-45c6-8372-dfb66e89966c,train,1,1920,1080,1
41271d60-5568-400b-b8a1-0d1729571079,train,1,1920,1080,1
4144a00f-20c9-4505-8c4e-d36541d97fdf,train,1,1920,1080,1
419a82c5-9cee-47a7-9cc1-cd051b831478,train,1,1920,1080,1
41d4144e-5c47-4b66-9bf8-d0428f59bbd7,train,1,1920,1080,1
42310fc8-34d9-4d83-baa5-3aa1579153b3,train,1,1920,1080,1
423af982-71e6-4ed9-a90d-4a487fee5a73,train,1,1920,1080,1
4270f052-8459-4f97-b3aa-29da75fa64f6,train,1,1920,1080,1
42733113-efd2-4246-8a5f-d75ff45cb1cf,train,1,1920,1080,1
42e23f9a-041b-4aaf-a512-31ca025e3cd6,train,1,1920,1080,1
42eb4680-6d16-416c-a73d-85eae14ceae1,train,1,1920,1080,1
43163cc2-a781-46db-aef7-9834048af624,train,1,1920,1080,1
43c13fc6-dcd7-422e-a4f3-55b05e93623d,train,1,1920,1080,1
44098f36-1bb9-4c0c-8ed2-3986a9fd732d,train,1,1920,1080,1
444981e7-1183-4239-977c-c7511dd1e72f,train,1,1920,1080,1
44811629-a042-4002-8a0f-ceb9d134ce06,train,1,1920,1080,1
4486bc17-9542-4bd6-abae-50ca06793c58,train,1,1920,1080,1
44ec4385-b6cc-46bc-aa70-1bf3de30152a,train,1,1920,1080,1
454ab32d-8034-4c19-a4fa-2a1f058c4b91,train,1,1920,1080,1
455baf76-a614-4db1-90b9-dede611dd9a8,train,1,1920,1080,1
45be9e1c-e368-4325-bc8d-aa4d8eafb7cb,train,1,1920,1080,1
4679fc72-5a2f-4cd1-be5a-d68d6ae25fa7,train,1,1920,1080,1
468415e8-b90b-4e13-b6d0-80ffab40eed8,train,1,1920,1080,1
46bc5393-dd27-43fa-b128-45cba7f9c67c,train,1,1920,1080,1
46cc9e0f-0b66-4814-b85b-7fca9e131a77,train,1,1920,1080,1
46f3f43a-37b9-4659-9ce6-983e4d89cf9d,train,1,1920,1080,1
48469873-31d0-4796-8633-55fda5675c8e,train,1,1920,1080,1
485c203f-8213-4c3d-a05a-355c6f88c0c8,train,1,1920,1080,1
486ffdee-ae88-4fd7-9bae-444f85926e36,train,1,1920,1080,1
48adcc8d-5a06-4f98-bcc3-f51f7a81b8c3,train,1,1920,1080,1
48bcbe5d-a544-461f-8b9d-7448326b1eb8,train,1,1920,1080,1
48fd31ec-0e1e-4c63-b1ac-2736b213be19,train,1,1920,1080,1
4a3cb66b-35fe-4cd7-bdd7-b3df65bea968,train,1,1920,1080,1
4a66d82b-5c3c-4d5e-be74-983140dc45e5,train,1,1920,1080,1
4aa9166b-bb49-467f-b649-742c5c01a194,train,1,1920,1080,1
4afa68e0-9cfb-41f0-8323-5df0d93b53ba,train,1,1920,1080,1
4b47ac34-946b-42fd-b2c7-eb7d9092177e,train,1,1920,1080,1
4b5b9d2d-5dab-4400-a879-e563939e48b7,train,1,1920,1080,1
4ba1a091-bc97-4222-ada5-b48a08880e77,train,1,1920,1080,1
4bb4d1b3-4091-4554-9529-180ec28afa70,train,1,1920,1080,1
4c3a4fa8-8f73-436a-9b06-59cfeae1ba06,train,1,1920,1080,1
4c749c41-42d4-4f2b-94e4-43b5f20224e2,train,1,1920,1080,1
4d0e3e4e-1554-48e0-a0b1-2369ffb568f4,train,1,1920,1080,1
4d43a2d5-3243-49ac-8b2f-e5d0f699b018,train,1,1920,1080,1
4d4777ad-500b-458a-8f8c-aea601cbde9c,train,1,1920,1080,1
4d4d6e5b-4a4f-41a3-bf4b-da2ea87f57bd,train,1,1920,1080,1
4e6437cd-3d00-47a4-858e-2495e289608d,train,1,1920,1080,1
4f0a4f41-8170-40ed-81ad-413528e2bd2b,train,1,1920,1080,1
4f78f2be-a6a8-469b-a428-3bff8a374d28,train,1,1920,1080,1
4fc7e463-f814-4bbf-a4d3-adf67846b4cc,train,1,1920,1080,1
4fd3e94a-50e5-4235-b8cd-64bffa2ccca7,train,1,1920,1080,1
4fe2203e-d049-4b79-9d7e-95f4ee620247,train,1,1920,1080,1
4fe5a7e6-dc2d-4688-987c-8444c389f442,train,1,1920,1080,1
5025adeb-dea4-49e2-ae49-a448c606c174,train,1,1920,1080,1
502efe40-4cd0-42a1-83fa-44dee5ef43a3,train,1,1920,1080,1
503c290a-ef50-4f5d-b91b-257b684f5a25,train,1,1920,1080,1
506d5e85-f5f7-4111-b19f-b70118c1c9c0,train,1,1920,1080,1
508471b7-4f20-4ae6-8918-de904f1d9d9b,train,1,1920,1080,1
50ac521e-a4bb-4614-897a-4f163226e394,train,1,1920,1080,1
5114227d-6d43-4dca-b895-6cb492ba51b0,train,1,1920,1080,1
5147d279-f3ee-4ebc-b486-829998ca96fd,train,1,1920,1080,1
51494ceb-98df-49b7-8804-1536c6dc952f,train,1,1920,1080,1
51501ede-f720-4d99-8791-faa03d052543,train,1,1920,1080,1
5156d8bb-2c15-4c41-bd34-45d49b673df1,train,1,1920,1080,1
5185841b-be69-4196-8fd4-9226b7093f85,train,1,1920,1080,1
51ea54cd-e276-463f-9319-0d5f0fa843fd,train,1,1920,1080,1
5219d21a-6c33-4144-8b04-03ffedf5b495,train,1,1920,1080,1
521c3973-5b00-432d-8998-ec6109b78929,train,1,1920,1080,1
524a9f03-b9f0-4540-9269-087e53e7349a,train,1,1920,1080,1
52571d08-84d6-4baf-9db4-1299c3d64112,train,1,1920,1080,1
52648eac-f567-4b7f-9245-0a15b23319ba,train,1,1920,1080,1
5276a109-b77e-4c89-a95e-549c96448b51,train,1,1920,1080,1
52e9f114-288d-452f-9148-aeec0239fee6,train,1,1920,1080,1
53463a6a-ce3e-470a-9ee3-f55a45d488ce,train,1,1920,1080,1
5357871f-3688-4343-a28b-9edab3e29654,train,1,1920,1080,1
538553c4-8aa1-4681-a6bc-9bc3ba1b229b,train,1,1920,1080,1
53c941ae-0210-4dc6-ad14-0472eae6c8dd,train,1,1920,1080,1
553887a7-69da-4277-b670-8b41263e7372,train,1,1920,1080,1
55d8c59f-3345-498a-ab36-81d5255d136f,train,1,1920,1080,1
560d082f-14d1-4f85-a357-e691110fce43,test,1,1920,1080,1
567911bd-8bc7-4bf6-a882-dee7c30e6a92,train,1,1920,1080,1
5684908d-19a9-41cd-b887-1fa4b1ddeaae,train,1,1920,1080,1
56e0e259-1cd4-4004-ba37-d6049fafb7e4,train,1,1920,1080,1
56fd9b77-2c43-4098-ab8e-d25fd9d37f68,train,1,1920,1080,1
57572ba5-e764-42b3-9607-a40c37adebb0,train,1,1920,1080,1
575fd992-eea0-4392-9e34-ef8070e38501,train,1,1920,1080,1
57b6ecc9-f0c9-4fab-938e-103db77b60e9,train,1,1920,1080,1
580668d1-f81f-4de5-8615-df0a3efc1a9a,train,1,1920,1080,1
585e2eb8-4e8a-41b8-bce1-756808a65dcd,train,1,1920,1080,1
586fcb1e-6ff3-40f7-8da2-a483e99a541c,train,1,1920,1080,1
58975eda-6507-4cc1-8623-e1cbae87881f,train,1,1920,1080,1
5898a9f2-b8d7-4ea9-b9f5-65a3e47528ce,train,1,1920,1080,1
58a982bb-27ab-4667-a5f5-1856284d2825,train,1,1920,1080,1
59483db8-77ed-44bc-990b-3a7002f2577b,valid,1,1920,1080,1
5967dd13-328b-4956-ad13-abf68f5efc77,train,1,1920,1080,1
5990835e-d70a-4b6a-bb2c-9921e3749686,train,1,1920,1080,1
5992572d-a319-427b-89db-2e2311d3cf77,train,1,1920,1080,1
59d599ad-0652-4aec-a3f6-8b4b8d68aa6c,train,1,1920,1080,1
59fbd4ea-5394-49fe-ade0-9ee3635bacf7,train,1,1920,1080,1
5aa7b5c6-14b3-43de-8c9f-60f6c0e55212,train,1,1920,1080,1
5acdd8ee-7023-481e-8d30-bdfcc9f103ae,train,1,1920,1080,1
5ad73ae8-634e-4409-845d-e3ce321d1850,train,1,1920,1080,1
5afe2982-a9f5-41a5-8928-b41f70ab2dfb,train,1,1920,1080,1
5b7e74a5-7b98-4825-9a44-7f70ff7a21fe,train,1,1920,1080,1
5b9c48aa-e469-4ee4-9651-20eab13f553b,train,1,1920,1080,1
5bad6cde-2d79-471d-bf30-3713715d943b,train,1,1920,1080,1
5bd9355c-b32a-4788-afd4-caa7431c250e,train,1,1920,1080,1
5bdc92a7-862a-4fd9-ba66-ce903be72a1f,train,1,1920,1080,1
5c0a6dc3-0bf9-4b89-92f3-c8599ca81526,train,1,1920,1080,1
5c3c74be-fb87-431d-90e9-7aaa20ad7a83,train,1,1920,1080,1
5c4aa23a-7151-44fa-9b86-e611ed6501b8,train,1,1920,1080,1
5c93f634-7d09-4f37-a704-6cb31f0223ac,train,1,1920,1080,1
5cb0a44f-c179-42bd-93ac-e16045c2435e,train,1,1920,1080,1
5cf98277-6c36-4f69-9867-a317ec42b4bd,train,1,1920,1080,1
5d3df6ab-e305-46dd-96ed-3024877cb3eb,train,1,1920,1080,1
5d5bd4f1-c9bd-440f-92b0-6365b4e6d2b4,train,1,1920,1080,1
5d5d16e9-fbfd-40a1-b00a-3abe635e3c40,train,1,1920,1080,1
5d742a61-7cd1-4566-8da2-f56652f2ffc5,train,1,1920,1080,1
5d7cf4b5-c32b-4abb-ab2c-4dc42743c75d,train,1,1920,1080,1
5d806fd9-02ce-4d15-91aa-b5da7e984aaa,train,1,1920,1080,1
5d862258-04ec-4d63-afd1-e580f12b6940,train,1,1920,1080,1
5db663d7-f373-41f6-a53f-cd2b7e95c93e,train,1,1920,1080,1
5e45948e-5250-4fcf-8228-812c7c9119fe,train,1,1920,1080,1
5e7ccc82-9a56-480b-aa28-f8860671c638,train,1,1920,1080,1
5ee62226-a2b6-4943-a3d6-5ae9568e1fa9,train,1,1920,1080,1
5f52d560-d42e-4a40-bc4c-0fccae193054,train,1,1920,1080,1
5f7a89fe-e4e2-4878-8994-7ff1cc76ef77,train,1,1920,1080,1
5fe2ed0a-5be6-4454-9b5c-1c07588c6b6c,train,1,1920,1080,1
5fe52c2b-69c4-43e9-91a5-c3ee6026489b,train,1,1920,1080,1
60a1b72e-4b3f-4acc-b322-2d20dc473d2e,train,1,1920,1080,1
60c28198-c295-4e74-9880-fd2e55edf621,train,1,1920,1080,1
617c2efa-9877-4585-9e6e-603514b179d3,train,1,1920,1080,1
